gamma,0.0001,0.001,0.01,0.1,1.0,10.0,100.0,1000.0,10000.0,100000.0,1000000.0
0.0001,0.61617012824877992,0.61617012824877992,0.61617012824877992,0.66334837135398927,0.70041538985359209,0.72288985359210067,0.71842044035864261,0.7386213256157077,0.75202956531608223,0.76211667234139135,0.7766612756781297
0.001,0.61617012824877992,0.61617012824877992,0.61617012824877992,0.68253802065599811,0.70725939166950402,0.72405090228123936,0.75094342299398487,0.79807314720236067,0.81039552831687656,0.80706219498354348,0.79471512881625239
0.01,0.61617012824877992,0.61617012824877992,0.61617012824877992,0.71286488480308696,0.77115594143684041,0.79472704573828168,0.80929661786403351,0.79581318806037915,0.78790971512881636,0.76993218703892863,0.75761008966065135
0.1,0.61617012824877992,0.61617012824877992,0.61617012824877992,0.74095533991601414,0.80927136533878108,0.7878972307343094,0.79355379639087498,0.77558875269549432,0.77228095562365229,0.77561428895698559,0.75089405288843492
1.0,0.61617012824877992,0.61617012824877992,0.61617012824877992,0.65214050618544994,0.78794773578481436,0.78010781977074106,0.77898394052888431,0.77561315401203035,0.76213000794461461,0.73526359096583815,0.70495091363068885
10.0,0.61617012824877992,0.61617012824877992,0.61617012824877992,0.61947849279309952,0.77110572012257417,0.76999460901146299,0.76888349790035193,0.76663630688911588,0.74978265804108502,0.69713568266939052,0.68582425377369194
100.0,0.61617012824877992,0.61617012824877992,0.61617012824877992,0.61167574622630805,0.73302860061287023,0.73190500510725232,0.72627397571217789,0.71505022131426632,0.72064351378958125,0.72627397571217789,0.70491317671092946
1000.0,0.61617012824877992,0.61617012824877992,0.61617012824877992,0.61279934173192596,0.68587447508795818,0.68586199069345122,0.68586199069345122,0.68586199069345122,0.68586199069345122,0.68586199069345122,0.68586199069345122
10000.0,0.61617012824877992,0.61617012824877992,0.61617012824877992,0.61504653274316201,0.6881094654409261,0.6881094654409261,0.6881094654409261,0.6881094654409261,0.6881094654409261,0.6881094654409261,0.6881094654409261
100000.0,0.61617012824877992,0.61617012824877992,0.61617012824877992,0.61504653274316201,0.69146776756327311,0.69146776756327311,0.69146776756327311,0.69146776756327311,0.69146776756327311,0.69146776756327311,0.69146776756327311
1000000.0,0.61617012824877992,0.61617012824877992,0.61617012824877992,0.61504653274316201,0.68694784927930996,0.68694784927930996,0.68694784927930996,0.68694784927930996,0.68694784927930996,0.68694784927930996,0.68694784927930996
